description,amount,type,mode,category
POS CAFE COFFEE DAY GUNA,526.52,DEBIT,POS,Food & Dining
AIRTEL UT,4024.81,DEBIT,ECS,Bills
POS MORE SUPERMARKET MALEGAON,2117.05,DEBIT,POS,Groceries
MANIPAL HOSPITAL PAYMENT 4610,316.0,DEBIT,UPI,Healthcare
JIO PRAESENTIUM,3796.59,DEBIT,ECS,Bills
TRANSFER FROM SELF,129097.48,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,30145.09,CREDIT,NEFT,Transfer
POS FLIPKART BIDHANNAGAR,5328.4,DEBIT,POS,Shopping
POS AMAZON SOUTH DUMDUM,12008.67,DEBIT,POS,Shopping
POS FLIPKART KIRARI SULEMAN NAGAR,12240.72,DEBIT,POS,Shopping
UPI/SPOTIFYMUSIC7146,2365.0,DEBIT,NETBANKING,Entertainment
UPI/BMANN8520/ZOMATO,1021.85,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,24474.81,CREDIT,NEFT,Transfer
EMI LOAN REPELLAT,4279.12,DEBIT,ECS,EMI
UPI/DISNEYPLUS7204,3116.0,DEBIT,UPI,Entertainment
NEFT EMI HDFC,12581.78,DEBIT,NEFT,EMI
NETBANKING GOAIR,4852.79,DEBIT,NETBANKING,Travel
POS CAFE COFFEE DAY KANPUR,1959.81,DEBIT,POS,Food & Dining
UPI/SONYLIV6729,3104.0,DEBIT,UPI,Entertainment
TRANSFER FROM SELF,46863.48,CREDIT,NEFT,Transfer
GAMING PURCHASE 2768,337.0,DEBIT,UPI,Entertainment
NETBANKING MORE SUPERMARKET,950.37,DEBIT,NETBANKING,Groceries
SALARY CREDIT COMPANY PAYROLL,145098.59,CREDIT,NEFT,Salary
POS OLA JAIPUR,3610.23,DEBIT,POS,Travel
IMPS NEFT TRANSFER,51519.31,DEBIT,IMPS,Transfer
UPI/ODANI5016/FLIPKART,22699.94,DEBIT,UPI,Shopping
POS AJIO PANIHATI,9192.59,DEBIT,POS,Shopping
NIFTY ETF 7301,746.0,DEBIT,NETBANKING,Investments
POS BHARAT PETROLEUM GUWAHATI,2547.99,DEBIT,POS,Fuel
UPI/DINEIRAVATI6709/MORE SUPERMARKET,1385.76,DEBIT,UPI,Groceries
NEFT NEFT TRANSFER,203042.61,DEBIT,NEFT,Transfer
UPI/CHAITANYA397369/NEFT TRANSFER,130187.14,DEBIT,UPI,Transfer
POS DMART MUZAFFARNAGAR,1841.05,DEBIT,POS,Groceries
UPI/WISHI223078/BIGBASKET,91.05,DEBIT,UPI,Groceries
TRANSFER FROM SELF,40675.26,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,2482.98,CREDIT,NEFT,Transfer
POS MEDPLUS PHARMACY 4409,3852.0,DEBIT,UPI,Healthcare
ACCOMM RENT ET,21713.66,DEBIT,ECS,Rent
NETBANKING DOMINOS,1877.23,DEBIT,NETBANKING,Food & Dining
MANIPAL HOSPITAL PAYMENT 8382,635.0,DEBIT,UPI,Healthcare
POS BOOKMYSHOW 6538,3256.0,DEBIT,NETBANKING,Entertainment
POS BIGBASKET SIKAR,2120.61,DEBIT,POS,Groceries
NETBANKING AJIO,2065.56,DEBIT,NETBANKING,Shopping
SBI MUTUAL FUND 5717,687.0,DEBIT,NETBANKING,Investments
TRANSFER FROM SELF,158328.0,CREDIT,NEFT,Transfer
IMPS ACCOMM RENT,19523.14,DEBIT,IMPS,Rent
POS RELIANCE FRESH BALLIA,2780.87,DEBIT,POS,Groceries
POS DMART MUZAFFARPUR,2071.77,DEBIT,POS,Groceries
POS ZERODHA 7627,1572.0,DEBIT,UPI,Investments
APOLLO PHARMACY 8642,2030.0,DEBIT,ECS,Healthcare
POS ELSS FUND 7145,165.0,DEBIT,NEFT,Investments
UPI/THYROCARE5831,3653.0,DEBIT,NETBANKING,Healthcare
UPI/PRASHADCHARAN4791/SWIGGY,1515.99,DEBIT,UPI,Food & Dining
NEFT UPI TRANSFER,14424.24,DEBIT,NEFT,Transfer
TRANSFER FROM SELF,9184.49,CREDIT,NEFT,Transfer
UPI/UCCHAL323325/JIO,6041.94,DEBIT,UPI,Bills
UPI/PTALWAR2178/BIGBASKET,1229.56,DEBIT,UPI,Groceries
UPI/ONVEERUPADHYAY180/MORE SUPERMARKET,2608.31,DEBIT,UPI,Groceries
UPI/DRCONSULTATION7183,1823.0,DEBIT,UPI,Healthcare
HUNGAMA PAYMENT 9843,4019.0,DEBIT,UPI,Entertainment
IMPS NEFT TRANSFER,94909.55,DEBIT,IMPS,Transfer
UPI/PARMARATHARV1742/UPI TRANSFER,123644.86,DEBIT,UPI,Transfer
POS DOMINOS SAHARANPUR,194.82,DEBIT,POS,Food & Dining
UPI/NOAH332955/OLA,14836.45,DEBIT,UPI,Travel
UPI/XGOSWAMI7823/RELIANCE FRESH,537.97,DEBIT,UPI,Groceries
UPI/RAJESHRI444951/SPENCER'S,2382.6,DEBIT,UPI,Groceries
UPI/PALLAPUSHTI2491/MISCELLANEOUS,3898.97,DEBIT,UPI,Other
TRANSFER FROM SELF,27416.54,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,10953.35,CREDIT,NEFT,Transfer
UPI/OSUNDARAM9557/OLA,10879.77,DEBIT,UPI,Travel
POS MORE SUPERMARKET RAJKOT,1246.09,DEBIT,POS,Groceries
EMI SBI DOLORIBUS,11651.84,DEBIT,ECS,EMI
POS INOX MOVIES 4895,1050.0,DEBIT,UPI,Entertainment
POS MYNTRA GHAZIABAD,25520.12,DEBIT,POS,Shopping
NETBANKING OLA,12034.68,DEBIT,NETBANKING,Travel
SALARY CREDIT COMPANY PAYROLL,191593.49,CREDIT,NEFT,Salary
NETBANKING AJIO,32327.73,DEBIT,NETBANKING,Shopping
POS RELIANCE FRESH LONI,2551.18,DEBIT,POS,Groceries
POS APPLE MUSIC 9350,265.0,DEBIT,ECS,Entertainment
POS CAFE COFFEE DAY PANIHATI,1514.57,DEBIT,POS,Food & Dining
LIC PREMIUM 6950,340.0,DEBIT,ECS,Investments
TRANSFER FROM SELF,13731.5,CREDIT,NEFT,Transfer
UPI/SACHITRIPATHI8915/GOAIR,3966.63,DEBIT,UPI,Travel
UPI/VICTOR774490/BIGBASKET,1632.33,DEBIT,UPI,Groceries
POS IRCTC RAIGANJ,8765.83,DEBIT,POS,Travel
BSNL FACERE,8226.89,DEBIT,ECS,Bills
ELSS FUND PAYMENT 6879,421.0,DEBIT,ECS,Investments
UPI/RUDRA339547/ZOMATO,853.61,DEBIT,UPI,Food & Dining
BOOKMYSHOW 8673,4727.0,DEBIT,NEFT,Entertainment
BESCOM SIT,1990.34,DEBIT,ECS,Bills
UPI/BOOKMYSHOW1492,1926.0,DEBIT,ECS,Entertainment
UPI/UPKAAR344962/AJIO,26440.29,DEBIT,UPI,Shopping
POS DOMINOS BHIND,993.2,DEBIT,POS,Food & Dining
UPI/WEDWIN8814/SPENCER'S,907.11,DEBIT,UPI,Groceries
HOUSE RENT OPTIO,5375.45,DEBIT,ECS,Rent
UPI/RADHA337514/AJIO,22693.91,DEBIT,UPI,Shopping
TRANSFER FROM SELF,41920.14,CREDIT,NEFT,Transfer
SALARY CREDIT COMPANY PAYROLL,130519.32,CREDIT,NEFT,Salary
UPI/SRIDHARLIBNI6396/DMART,1220.34,DEBIT,UPI,Groceries
NEFT EMI LOAN,9182.71,DEBIT,NEFT,EMI
UPI/VEDANT358410/IMPS TRANSFER,132909.69,DEBIT,UPI,Transfer
UPI/ANUSHA013446/UBER,18479.34,DEBIT,UPI,Travel
POS AJIO BALLIA,21858.76,DEBIT,POS,Shopping
SALARY CREDIT COMPANY PAYROLL,107115.02,CREDIT,NEFT,Salary
GROWW SIP 3104,2428.0,DEBIT,UPI,Investments
NEFT ACCOMM RENT,24434.2,DEBIT,NEFT,Rent
EMI HDFC ITAQUE,15261.85,DEBIT,ECS,EMI
POS MCDONALDS BARANAGAR,42.44,DEBIT,POS,Food & Dining
BESCOM MOLESTIAS,9941.73,DEBIT,ECS,Bills
TRANSFER FROM SELF,4433.99,CREDIT,NEFT,Transfer
NETBANKING ELECTRICITY BOARD,7941.71,DEBIT,NETBANKING,Bills
UPI/EKAJA74688/MCDONALDS,95.22,DEBIT,UPI,Food & Dining
POS SPENCER'S CHITTOOR,687.62,DEBIT,POS,Groceries
POS MYNTRA KARIMNAGAR,15964.54,DEBIT,POS,Shopping
UPI/IISSAC8381/ZOMATO,626.46,DEBIT,UPI,Food & Dining
UPI/IJAYA893868/AMAZON,31476.07,DEBIT,UPI,Shopping
UPI/HUNGAMA5887,1571.0,DEBIT,NEFT,Entertainment
TRANSFER FROM SELF,31545.34,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,9795.41,CREDIT,NEFT,Transfer
UPI/KRISH595269/ELECTRICITY BOARD,2113.54,DEBIT,UPI,Bills
NETBANKING AMAZON,25062.63,DEBIT,NETBANKING,Shopping
GAMING PURCHASE PAYMENT 6801,1937.0,DEBIT,UPI,Entertainment
UPI/SVALA19/AMAZON,4540.8,DEBIT,UPI,Shopping
UPI/TAMANNA624736/AJIO,43223.18,DEBIT,UPI,Shopping
AIRTEL NATUS,2038.2,DEBIT,ECS,Bills
UPI/KASHVI982293/NEFT TRANSFER,119806.83,DEBIT,UPI,Transfer
BSNL TEMPORA,1625.12,DEBIT,ECS,Bills
TRANSFER FROM SELF,3401.55,CREDIT,NEFT,Transfer
UPI/ARAMASWAMY3676/BIGBASKET,3185.32,DEBIT,UPI,Groceries
UPI/AMARADEWAN9028/INDIGO,15056.63,DEBIT,UPI,Travel
POS SPOTIFY MUSIC 7170,2158.0,DEBIT,ECS,Entertainment
UPI/NLOKE1611/DMART,2896.7,DEBIT,UPI,Groceries
POS INDIANOIL KOCHI,4668.84,DEBIT,POS,Fuel
NETBANKING ZOMATO,105.96,DEBIT,NETBANKING,Food & Dining
UPI/LGUPTA118/SPENCER'S,1187.01,DEBIT,UPI,Groceries
IMPS IMPS TRANSFER,75376.07,DEBIT,IMPS,Transfer
HOTSTAR SUBSCRIPTION PAYMENT 1432,4881.0,DEBIT,NETBANKING,Entertainment
POS MORE SUPERMARKET GOPALPUR,896.86,DEBIT,POS,Groceries
TRANSFER FROM SELF,69389.85,CREDIT,NEFT,Transfer
POS BIGBASKET BAREILLY,1360.3,DEBIT,POS,Groceries
AIRTEL DEBITIS,8019.69,DEBIT,ECS,Bills
UPI/AGADE200/UBER,5960.97,DEBIT,UPI,Travel
POS ZOMATO BHATPARA,1524.62,DEBIT,POS,Food & Dining
SALARY CREDIT TCS,157460.24,CREDIT,NEFT,Salary
JIO DELECTUS,7686.43,DEBIT,ECS,Bills
TRANSFER FROM SELF,69798.41,CREDIT,NEFT,Transfer
UPI/ISUR9729/MCDONALDS,1540.41,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,7437.06,CREDIT,NEFT,Transfer
IMPS NEFT TRANSFER,64664.12,CREDIT,IMPS,Transfer
UPI/KOSHYISAAC8164/AMAZON,39989.68,DEBIT,UPI,Shopping
TRANSFER FROM SELF,5840.88,CREDIT,NEFT,Transfer
RENT PAYMENT HOUSE RENT,21969.93,DEBIT,NEFT,Rent
UPI/PRASADPALLAVI7616/IMPS TRANSFER,79695.07,DEBIT,UPI,Transfer
UPI/GANESANVRITTI9193/CAFE COFFEE DAY,1407.84,DEBIT,UPI,Food & Dining
UPI/NBATTA5587/MORE SUPERMARKET,1945.43,DEBIT,UPI,Groceries
POS INDIGO DELHI,656.5,DEBIT,POS,Travel
UPI/IKSHITARAVI72/SWIGGY,1198.73,DEBIT,UPI,Food & Dining
UPI/GAMINGPURCHASE7448,2344.0,DEBIT,ECS,Entertainment
POS AJIO MAHESHTALA,33462.39,DEBIT,POS,Shopping
UPI/KOAK4769/DOMINOS,513.67,DEBIT,UPI,Food & Dining
POS MYNTRA CHAPRA,35080.17,DEBIT,POS,Shopping
IMPS UPI TRANSFER,61946.3,CREDIT,IMPS,Transfer
PPF DEPOSIT PAYMENT 9335,3050.0,DEBIT,NETBANKING,Investments
UPI/SAHOTAAISHANI1112/UPI TRANSFER,173838.04,CREDIT,UPI,Transfer
UPI/THOMASGANGULY9663/SWIGGY,149.58,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,24676.91,CREDIT,NEFT,Transfer
NETBANKING IRCTC,12129.45,DEBIT,NETBANKING,Travel
SALARY CREDIT COMPANY PAYROLL,88560.43,CREDIT,NEFT,Salary
TRANSFER FROM SELF,14073.04,CREDIT,NEFT,Transfer
POS HP PETROL PUMP SULTAN PUR MAJRA,4534.85,DEBIT,POS,Fuel
UPI/ERAO8828/MCDONALDS,681.59,DEBIT,UPI,Food & Dining
NETBANKING BESCOM,8153.66,DEBIT,NETBANKING,Bills
TRANSFER FROM SELF,17452.24,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,18911.71,CREDIT,NEFT,Transfer
SALARY CREDIT TCS,31967.47,CREDIT,NEFT,Salary
SALARY CREDIT COMPANY PAYROLL,184914.13,CREDIT,NEFT,Salary
UPI/TANKYUTIKA7943/AJIO,41133.49,DEBIT,UPI,Shopping
SPOTIFY MUSIC PAYMENT 1332,4377.0,DEBIT,UPI,Entertainment
NEFT ACCOMM RENT,14807.02,DEBIT,NEFT,Rent
UPI/AAHANACHOWDHURY7427/VENDOR PAYMENT,4145.49,DEBIT,UPI,Other
POS ZOMATO HOWRAH,400.89,DEBIT,POS,Food & Dining
NIFTY ETF 5420,3636.0,DEBIT,ECS,Investments
UPI/ZRAMACHANDRAN8941/DMART,1340.58,DEBIT,UPI,Groceries
UPI/ZBANIK3190/MCDONALDS,319.34,DEBIT,UPI,Food & Dining
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,3770.84,DEBIT,ATM,Cash
FORTIS HOSPITAL 7979,2611.0,DEBIT,UPI,Healthcare
UPI/HNADKARNI4274/INDIGO,10409.43,DEBIT,UPI,Travel
UPI/NAVEENLATA5484/GOAIR,18415.86,DEBIT,UPI,Travel
IMPS IMPS TRANSFER,112401.23,DEBIT,IMPS,Transfer
POS MYNTRA MAU,3284.95,DEBIT,POS,Shopping
UPI/CHAYRE6610/MYNTRA,45633.0,DEBIT,UPI,Shopping
UPI/BALAWARJAS4546/UPI TRANSFER,120539.59,CREDIT,UPI,Transfer
SALARY CREDIT INFOSYS,112385.91,CREDIT,NEFT,Salary
UPI/HANDADAVID3410/AMAZON,102.54,DEBIT,UPI,Shopping
UPI/OWENYOGI5551/BESCOM,733.14,DEBIT,UPI,Bills
UPI/CHATTERJEEBRINDA8209/IRCTC,842.86,DEBIT,UPI,Travel
NETBANKING JIO,9011.81,DEBIT,NETBANKING,Bills
TRANSFER FROM SELF,9126.61,CREDIT,NEFT,Transfer
NETBANKING AIRTEL,666.29,DEBIT,NETBANKING,Bills
EMI LOAN AUT,12026.6,DEBIT,ECS,EMI
POS HUNGAMA 4402,598.0,DEBIT,ECS,Entertainment
POS DMART MEERUT,1322.01,DEBIT,POS,Groceries
POS MORE SUPERMARKET MORBI,2114.58,DEBIT,POS,Groceries
UPI/ZAITRAHANDA4716/DOMINOS,309.59,DEBIT,UPI,Food & Dining
UPI/XDIN328/UBER,12570.09,DEBIT,UPI,Travel
AIRTEL BEATAE,4573.27,DEBIT,ECS,Bills
UPI/YASTIBADAMI9358/MCDONALDS,1384.68,DEBIT,UPI,Food & Dining
BOOKMYSHOW PAYMENT 1493,3180.0,DEBIT,UPI,Entertainment
NEFT IMPS TRANSFER,114996.96,DEBIT,NEFT,Transfer
TRANSFER FROM SELF,35626.09,CREDIT,NEFT,Transfer
SIP DEBIT PAYMENT 5612,576.0,DEBIT,UPI,Investments
POS SWIGGY THRISSUR,1053.99,DEBIT,POS,Food & Dining
UPI/FARHAN305946/MYNTRA,401.78,DEBIT,UPI,Shopping
POS AJIO WARANGAL,1092.7,DEBIT,POS,Shopping
POS AMAZON BALLIA,42401.44,DEBIT,POS,Shopping
POS NSC INVESTMENT 8389,805.0,DEBIT,NEFT,Investments
HOUSE RENT NOBIS,18937.03,DEBIT,ECS,Rent
TRANSFER FROM SELF,28160.5,CREDIT,NEFT,Transfer
POS YOUTUBE PREMIUM 8885,1805.0,DEBIT,NETBANKING,Entertainment
UPI/ARIN024824/OLA,15631.87,DEBIT,UPI,Travel
NETBANKING FLIPKART,5540.38,DEBIT,NETBANKING,Shopping
UPI/PANDYAANYA4575/ZOMATO,39.16,DEBIT,UPI,Food & Dining
UP1/HORAHEMA2826/CAFE COFFEE DAY,412.35,DEBIT,UPI,Food & Dining
PRACTO CONSULTATION PAYMENT 4704,2099.0,DEBIT,NEFT,Healthcare
SALARY CREDIT COMPANY PAYROLL,51323.41,CREDIT,NEFT,Salary
POS MYNTRA ROURKELA,1608.0,DEBIT,POS,Shopping
TRANSFER FROM SELF,94293.78,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,13423.03,CREDIT,NEFT,Transfer
BSNL HARUM,1542.02,DEBIT,ECS,Bills
UPI/NEELIMA96759/SPENCER'S,1498.75,DEBIT,UPI,Groceries
POS HP PETROL PUMP BATHINDA,1344.94,DEBIT,POS,Fuel
NETBANKING CAFE COFFEE DAY,186.94,DEBIT,NETBANKING,Food & Dining
NETBANK1NG CAFE C0FFEE DAY,836.01,DEBIT,NETBANKING,Food & Dining
TRANSFER FROM SELF,5692.75,CREDIT,NEFT,Transfer
POS BIGBASKET FATEHPUR,934.47,DEBIT,POS,Groceries
UPI/RANANETRA5680/UPI TRANSFER,52952.58,DEBIT,UPI,Transfer
UPI/HUNGAMA8019,187.0,DEBIT,NEFT,Entertainment
UPI/ADITYAKAUR3659/IMPS TRANSFER,89914.68,CREDIT,UPI,Transfer
UPI/ESANGHVI6338/DOMINOS,1307.31,DEBIT,UPI,Food & Dining
UPI/STANDON6047/ZOMATO,959.22,DEBIT,UPI,Food & Dining
UPI/ROHAN868437/CAFE COFFEE DAY,1881.11,DEBIT,UPI,Food & Dining
EMI SBI IMPEDIT,18564.6,DEBIT,ECS,EMI
SALARY CREDIT WIPRO,138519.16,CREDIT,NEFT,Salary
UPI/UCCHAL575539/NEFT TRANSFER,104592.67,DEBIT,UPI,Transfer
UPI/KANTBAGHYAWATI2685/MORE SUPERMARKET,635.64,DEBIT,UPI,Groceries
BESCOM ALIQUID,3126.98,DEBIT,ECS,Bills
TRANSFER FROM SELF,13653.44,CREDIT,NEFT,Transfer
NETBANKING ELECTRICITY BOARD,2183.93,DEBIT,NETBANKING,Bills
POS AJIO BERHAMPUR,5509.69,DEBIT,POS,Shopping
NETBANKING GOAIR,13848.29,DEBIT,NETBANKING,Travel
NETBANKING INDIGO,17407.88,DEBIT,NETBANKING,Travel
UPI/JEETMANE2419/SPENCER'S,914.59,DEBIT,UPI,Groceries
EMI HDFC NULLA,14270.07,DEBIT,ECS,EMI
UPI/SBIMUTUALFUND5269,3542.0,DEBIT,NEFT,Investments
UPI/KHATRIGAURANGI9136/NEFT TRANSFER,106683.27,DEBIT,UPI,Transfer
POS COIN MUTUAL FUND 7222,4972.0,DEBIT,UPI,Investments
UPI/WAHAB891994/ZOMATO,2005.0,DEBIT,UPI,Food & Dining
POS VENDOR PAYMENT MUZAFFARPUR,8507.44,DEBIT,POS,Other
UPI/WBARIA3747/MYNTRA,13307.09,DEBIT,UPI,Shopping
POS ZOMATO MADHYAMGRAM,1653.01,DEBIT,POS,Food & Dining
UPI/KDOCTOR1251/ZOMATO,620.47,DEBIT,UPI,Food & Dining
NEFT EMI LOAN,11007.47,DEBIT,NEFT,EMI
TRANSFER FROM SELF,18967.78,CREDIT,NEFT,Transfer
SPOTIFY MUSIC PAYMENT 3726,2653.0,DEBIT,NEFT,Entertainment
POS GOAIR NAIHATI,2002.6,DEBIT,POS,Travel
UPI/SETTYAMRUTA9984/MYNTRA,31120.1,DEBIT,UPI,Shopping
NETBANK1NG BIGBASKET,1768.48,DEBIT,NETBANKING,Groceries
CIPLA MED 2364,4146.0,DEBIT,NEFT,Healthcare
UPI/SARAVARUGHESE1313/SWIGGY,1220.4,DEBIT,UPI,Food & Dining
SALARY CREDIT INFOSYS,182254.23,CREDIT,NEFT,Salary
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,5695.78,DEBIT,ATM,Cash
UPI/SSAMI5994/NEFT TRANSFER,175373.9,DEBIT,UPI,Transfer
UPI/ONVEER30478/JIO,7765.75,DEBIT,UPI,Bills
UPI/MANIPALHOSPITAL9132,3535.0,DEBIT,NEFT,Healthcare
UPI/KASHISH09110/FLIPKART,40029.73,DEBIT,UPI,Shopping
POS OLA AURANGABAD,5445.79,DEBIT,POS,Travel
UPI/RAJAGOPALANISHANI8138/MORE SUPERMARKET,994.82,DEBIT,UPI,Groceries
EMI LOAN PARIATUR,17619.42,DEBIT,ECS,EMI
UPI/PNATT505/OLA,15444.25,DEBIT,UPI,Travel
NEFT EMI HDFC,15539.48,DEBIT,NEFT,EMI
BOOKMYSHOW PAYMENT 8285,4649.0,DEBIT,NETBANKING,Entertainment
THYROCARE PAYMENT 1801,2330.0,DEBIT,ECS,Healthcare
UPI/KRISHNA163330/INDIGO,15507.95,DEBIT,UPI,Travel
UPI/HEALTHKART8860,2665.0,DEBIT,NEFT,Healthcare
UPI/GANDHITAMANNA6099/IRCTC,15763.95,DEBIT,UPI,Travel
NEFT ACCOMM RENT,25354.89,DEBIT,NEFT,Rent
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,5326.06,DEBIT,ATM,Cash
POS NIFTY ETF 2917,175.0,DEBIT,UPI,Investments
UPI/AYAAN392906/UPI TRANSFER,117743.22,DEBIT,UPI,Transfer
UPI/CSINHA5941/CAFE COFFEE DAY,309.42,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,1923.51,CREDIT,NEFT,Transfer
UPI/AAHANATHAKKAR3768/UBER,4142.28,DEBIT,UPI,Travel
POS MYNTRA BELLARY,29728.84,DEBIT,POS,Shopping
UPI/AHUJAISHANI4881/OLA,5216.94,DEBIT,UPI,Travel
POS MYNTRA HOSUR,24500.12,DEBIT,POS,Shopping
UPI/PAUMEERA5466/BIGBASKET,1921.93,DEBIT,UPI,Groceries
UPI/KGOKHALE8934/SPENCER'S,1670.73,DEBIT,UPI,Groceries
NETBANKING AIRTEL,7654.17,DEBIT,NETBANKING,Bills
POS AJIO FATEHPUR,7614.08,DEBIT,POS,Shopping
UPI/MHGOSE5084/SWIGGY,1423.79,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,18193.56,CREDIT,NEFT,Transfer
UPI/MHALDER6610/RELIANCE FRESH,257.15,DEBIT,UPI,Groceries
UPI/ASACHDEV3208/RELIANCE FRESH,1114.75,DEBIT,UPI,Groceries
UPI/XSAVANT9635/ZOMATO,733.61,DEBIT,UPI,Food & Dining
EMI SBI OFFICIIS,18043.5,DEBIT,ECS,EMI
UPI/ZACHARIADAKSHESH1135/BIGBASKET,1857.39,DEBIT,UPI,Groceries
NEFT HOUSE RENT,30104.89,DEBIT,NEFT,Rent
EMI HDFC ENIM,14376.44,DEBIT,ECS,EMI
TRANSFER FROM SELF,13049.02,CREDIT,NEFT,Transfer
ELECTRICITY BOARD MAGNAM,221.88,DEBIT,ECS,Bills
UPI/WGOYAL5932/UBER,14689.23,DEBIT,UPI,Travel
IMPS IMPS TRANSFER,164461.8,DEBIT,IMPS,Transfer
UPI/BALVEERSURI9491/AMAZON,41488.83,DEBIT,UPI,Shopping
EMI LOAN PRAESENTIUM,5845.96,DEBIT,ECS,EMI
UPI/KHATRIYADAVI4309/OLA,1303.31,DEBIT,UPI,Travel
UPI/IKBAL668324/UPI TRANSFER,133677.57,DEBIT,UPI,Transfer
UPI/DDAYAL3539/CAFE COFFEE DAY,185.04,DEBIT,UPI,Food & Dining
UPI/MPANDEY524/IMPS TRANSFER,30190.68,DEBIT,UPI,Transfer
UPI/ANIKA06466/BIGBASKET,705.27,DEBIT,UPI,Groceries
BESCOM EX,9688.84,DEBIT,ECS,Bills
IMPS IMPS TRANSFER,135630.68,DEBIT,IMPS,Transfer
POS MYNTRA KOTTAYAM,43108.12,DEBIT,POS,Shopping
SALARY CREDIT COMPANY PAYROLL,28578.36,CREDIT,NEFT,Salary
UPI/BHAVYA001517/UBER,8479.54,DEBIT,UPI,Travel
UPI/CHARLESNAIK6958/DMART,1047.11,DEBIT,UPI,Groceries
UPI/JATIN52177/MCDONALDS,1075.18,DEBIT,UPI,Food & Dining
UPI/AXISMF2279,2010.0,DEBIT,UPI,Investments
NEFT ACCOMM RENT,30157.99,DEBIT,NEFT,Rent
SALARY CREDIT INFOSYS,68364.62,CREDIT,NEFT,Salary
IMPS NEFT TRANSFER,46025.21,DEBIT,IMPS,Transfer
POS HP PETROL PUMP AVADI,5026.1,DEBIT,POS,Fuel
UPI/JYOTISINGH812/MORE SUPERMARKET,1436.98,DEBIT,UPI,Groceries
TRANSFER FROM SELF,15970.86,CREDIT,NEFT,Transfer
BESCOM QUAE,8799.45,DEBIT,ECS,Bills
NEFT ACCOMM RENT,7689.49,DEBIT,NEFT,Rent
POS CAFE COFFEE DAY NAGERCOIL,339.64,DEBIT,POS,Food & Dining
UPI/WJOHAL9381/UPI TRANSFER,26699.74,DEBIT,UPI,Transfer
UPI/TAKANAMIKA5436/BSNL,5180.28,DEBIT,UPI,Bills
EMI EMI HDFC,10215.68,DEBIT,ECS,EMI
POS MORE SUPERMARKET MIRZAPUR,270.15,DEBIT,POS,Groceries
UPI/ELIJAH985962/BIGBASKET,916.79,DEBIT,UPI,Groceries
UPI/THYROCARE1420,3587.0,DEBIT,NETBANKING,Healthcare
SALARY CREDIT TCS,90244.97,CREDIT,NEFT,Salary
UPI/LIPIKAYOHANNAN3809/IMPS TRANSFER,124075.03,CREDIT,UPI,Transfer
UPI/EKANSH119091/SWIGGY,542.13,DEBIT,UPI,Food & Dining
JIO NESCIUNT,5530.33,DEBIT,ECS,Bills
NEFT HOUSE RENT,8415.35,DEBIT,NEFT,Rent
EMI SBI QUIDEM,16921.22,DEBIT,ECS,EMI
AXIS MF 8560,679.0,DEBIT,NEFT,Investments
ELSS FUND PAYMENT 1414,497.0,DEBIT,UPI,Investments
UPI/OVIYAMANNE4822/AMAZON,32111.14,DEBIT,UPI,Shopping
UPI/RAYAANOZA325/IMPS TRANSFER,19327.39,DEBIT,UPI,Transfer
UPI/APALLA3907/SWIGGY,699.0,DEBIT,UPI,Food & Dining
IMPS ACCOMM RENT,16465.62,DEBIT,IMPS,Rent
IMPS UPI TRANSFER,110311.88,DEBIT,IMPS,Transfer
POS INDIGO GAYA,10869.61,DEBIT,POS,Travel
UPI/SRAJAN4811/RELIANCE FRESH,1642.53,DEBIT,UPI,Groceries
UPI/ASETH5434/DOMINOS,1067.15,DEBIT,UPI,Food & Dining
UPI/ZERODHA2527,2351.0,DEBIT,UPI,Investments
UPI/PALANJAGRATI4611/CAFE COFFEE DAY,1464.18,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,5436.2,CREDIT,NEFT,Transfer
ELECTRICITY BOARD MAIORES,5100.16,DEBIT,ECS,Bills
NEFT UPI TRANSFER,210.73,DEBIT,NEFT,Transfer
SALARY CREDIT INFOSYS,132291.03,CREDIT,NEFT,Salary
IMPS IMPS TRANSFER,5567.86,DEBIT,IMPS,Transfer
EMI SBI QUIS,5866.13,DEBIT,ECS,EMI
SALARY CREDIT INFOSYS,110137.06,CREDIT,NEFT,Salary
UPI/ISHITA036439/AMAZON,50563.45,DEBIT,UPI,Shopping
UPI/RRAJAN6020/SWIGGY,183.99,DEBIT,UPI,Food & Dining
UPI/BARKHAMAMMEN9827/MCDONALDS,1949.67,DEBIT,UPI,Food & Dining
HUNGAMA PAYMENT 6950,4019.0,DEBIT,NEFT,Entertainment
THYROCARE PAYMENT 2329,2820.0,DEBIT,ECS,Healthcare
